,seeds1,seeds2,moves,player1,player2
56588,14,26,3353263432241134132461341351466241561222541544612252644553163263251624152652631435266152134,800,1952
56646,10,26,33532611451345225542531451363142236,1007,1952
56669,16,26,3353242234441151122623115446526625364122625,7686,1952
56753,27,14,335316121335111332254355631542345513453455465565123142562214416135514264516345513422356146,1007,1952
56760,15,25,33531611252116121524553621351455223355642354364115221526131415165222134136551425433544661441533425124425433453446152651426,1952,3531
56767,25,7,335316111335123523115453415225164124514255633664112433445166142214213342546316,2620,1952
56835,27,8,334644632261262342344336244522435645542645261526412252132465243214255345543526125341125533541615162152134455266,6512,1952
56857,27,6,33436326222315123223615245335512244161151425334556,1007,1952
56927,26,9,334263224443311142356446563516612,3320,1952
56996,14,25,332454234351344352145221533452654435466,7686,1952
57387,25,9,33141612543613465461425426156423,1007,1952
57595,10,26,3265321422356365546312346355431262365522516144435432614456,3531,1952
58245,26,13,32553425311534253151612516655442562413151131554453631126112226,7884,1952
58270,26,12,3255321155215213541635246646533251234234254326146,1952,8064
58357,11,29,32541354122453445234435465546653664436551165314264516526,2032,1952
58444,25,5,325242512522314442565142553455235644521554431614223354415266,1154,1952
58509,26,2,32522631561152341553541165546511423262221543556,4997,1952
58594,29,14,325226233111233242311353425326112452433122446651656433425365141526,1567,1952
58828,9,26,3251225556545165564256123222655611122312235141325534645115425524453631224114336,1952,3531
58885,25,10,324332435321544156314226431415544154363246542513541615166544363315144536632143153425423455,246,1952
59006,26,11,324215651255622465122652455435233455114135422445331524453665466415513423523443546633221345,1154,1952
59028,13,26,32412315224413314524354266622451161312236241526231425166112514611615232445,4439,1952
59193,24,24,3224216431123663143564352145344314253656331233512343523366435133224513443566231465,7686,1952
59265,25,12,322421413334224433115443325115654326622346112342325322435133425366231223346531422435,6308,1952
59314,6,30,3224213413142254633422331122344566,8281,1952
59499,9,25,3214524341215211435234432556315162514321456132514511443522465,6308,1952
59570,25,7,321416334154161364261433442142151143322625366656,504,1952
59639,26,14,3214153162213216631132241613342536612334452133445641536211552442354354651324324451651322344153651422314354651122344354651122334455666,4953,1952
59723,26,14,3214114224423164436664453342214432551425524314612514334226,1952,3531
59736,30,8,321411422165644532441516654455443355213213262543321415335344512625165243344526512233441536516,3531,1952
59789,5,26,3214114122413454422133544234432654133425466,1952,3531
59955,19,26,316151251422152413152415266526511261462453415436426214233441516633422114335422433445661324453651231445324425335445516633241241553423423443546522334154631611253442546516,2734,1952
60214,26,0,3151242355543552156514513253243152463153425363463466355623314,4319,1952
60382,29,7,31415126255314112612143354415265,1765,1952
60385,25,18,31415116155312331615144615362415264131122344665632235436151641226,1952,478
60537,25,9,3124223334261522132435566654233146516214516116,7597,1952
60587,16,27,31223336311132241531223346631235461425335,7597,1952
60614,26,12,3122333435312216322311223455635514322534152354354455335544566534514254631225,1765,1952
60795,13,25,3114124125312235143315342536556433243243151416256115225135534155643523455134624153651421324553666,1952,3531
61182,5,28,2653145632115443526453346241625365,1952,1182
62669,30,16,2624231614221464544552455315212513242213245613544251351151345543552612113543522466,1567,1952
62761,28,10,2624161316221624415434455325443512152453445165445166,1765,1952
62762,28,7,26241613162216241623142144541636634452361431146344512253445554455365315445532235445566,1765,1952
62791,26,16,262416124252212654135441522455416355246541356215345145521425465563161426,3270,1952
62808,28,6,26241262511434524412213255415263625624,246,1952
62971,26,11,262356425623115342533452344166556311524553662514,2493,1952
63102,25,4,26235614161544325516142112232614,7435,1952
63574,27,11,26231622331223342631144413346624433412433421614332445665161235233553444551354455652315342542315442556116,7435,1952
63696,26,15,2623161263225362335263436253645265565442153453144166554661214213443526621331225142354351642536,6746,1952
63721,25,10,26231612622356111333522331624112246566,6746,1952
63774,29,7,2623143241145116131422344554655143352455423355445566,1765,1952
63799,29,3,262312632253425333524355322115642132446151611312233621523514,8281,1952
63806,27,8,2623126322361113536243223154656321142236314214625263,1007,1952
64134,26,13,26224662331113224161335664661354452133524464235136,5127,1952
64246,26,10,262246141354132466544334466214261554612544536436,5061,1952
64511,25,5,26221363124322523411161425533243215236,1915,1952
64876,25,4,261416113214442132566446123425524153413253425166441125,2257,1952
64877,26,17,26141611321421324452622134561356622314556614215261411224536231526441561312243341615166142334415214233446156445365142341345245546316,4052,1952
64990,33,8,2553433433243522111354224153344253655364112536,3549,1952
65010,25,3,2553121415235445641331133526355246,3549,1952
65016,7,25,25524314255135645322344256,911,1952
65107,26,9,253445655513651415265566142335445566121554256652432435161166,1952,1182
65172,3,30,2531435215631155421553256231524365516664,5984,1952
65181,25,20,252643631112165211612156634152613665135522446615132531446151662514332544325143526512261425334154651126,7916,1952
65259,30,13,2526233464121526243513342635162114351226332514362516612213342536466233244531425,6308,1952
65270,26,14,252623316111612341334215234531425664625344563516624152335415162112236,6308,1952
65277,19,25,25262252653422415225333442165413243546516625314453661524334251651126241523354451663512452154433254435465132624154231235244334554662213213344516516,1952,246
65366,32,7,2524642541513514552355144655144355245542316546425,3003,1952
65370,30,7,252464251353431425564324152612154324634432132544354642334415264166415,7683,1952
65374,33,2,2524642511524551224415236151422514255335614224334552665312624354161516112,1154,1952
65420,13,25,25246333654364551115243345546266,8298,1952
65452,27,14,25244353113235442531135243344526534436151651422344153651224334451651122344354651126,6308,1952
65474,12,27,2524256434546513253415213523341654456553641611151614233544556621322566,5039,1952
65641,25,18,25236343641112231142622134634254613243245665524315245546315244153354452152433455466651455234532534163526425132436,7235,1952
65799,26,6,252363122514415535465542253351123614132233445366,1443,1952
65839,25,14,2523631214442355644355311325643152435466,5361,1952
65863,25,17,25236245116131446542354423354411324523365436151663413452455314253664413325144235465,1154,1952
65878,31,5,25236242122543531262233352413342135453422354153122331426124233524152236,6308,1952
65881,25,20,2523624114456664451324366244635566341143522544533544556643513422154433254435516142536631221443542516613253441526615243344516516,1154,1952
66138,17,26,25226231133521325562233546534442336243546621143324423443516521543543526512233446451153344223453461425166231231244332544354661225,1154,1952
66144,18,25,252262162115431615114221366341556142536611223344633514452661514233241536516,7916,1952
66242,0,33,25225514155223251425516524461422446151643312261413243662142331435265,6666,1952
66269,25,4,25223541556225314256655644664526336645364452126,1154,1952
66411,17,26,2521611251611226241526231426153651624566543344562516613254451354254651326,7742,1952
67085,30,5,24252363534364345365445214225345542511663,1154,1952
67562,26,7,24161332442366542144135425,246,1952
68323,26,12,235532426553253113425336552641665334621421324543,3715,1952
68340,30,7,235432143324614462516314223144536566,5958,1952
68385,25,15,23534363565556223253212233445622334524354651324324355612534426251666452652114223335,1952,478
68420,25,7,23533622332521324355135421524351351655461415335142552441533442536554614254631225,246,1952
68629,19,26,2353141612165413335126516453466453661425644354651226,2734,1952
69150,25,16,23421413334422433441243344122334455544551666452416152142613144526312234153324554435465132234435166651452452453453451455266433412514322443354461516316,4953,1952
69641,26,3,2332425361334256635566533445365363235445526233564554144633455,1154,1952
70296,11,26,231612334322433113422335223344554651126,8281,1952
70553,4,25,23123223435332435123324354511643353644625,6512,1952
70603,26,11,231232233153632233112332411352246564554256,1007,1952
70606,26,11,2312322331534363123351435224653463455266,6512,1952
70700,9,25,231231226233514352645661534564211336,4213,1952
70845,27,9,23113213532243523341646345544265344252666115,7831,1952
70862,25,20,23113213215343526312452155331526453344132151151225643663344263516612213514253352144326251435266251433244231534253651614223344516516,1952,3531
70912,26,8,231132112343325363124452315443642113443224433446644334455615335542635124,6308,1952
72253,15,26,22541545521434554112556421615132411512243543635344315315142542533655651141635665122533444536611223526335546141536216,1952,6102
72643,17,25,2252164152264514552152445112352231613214253365342532133425364526623142132544354656342513243562534253662211223315243546516,7683,1952
72720,16,26,2252161162215232514652652652413453452653445512514354254253665532254624132435165342511423523554435466544335144526516,2734,1952
72721,27,2,22521611622152325146526352334453663225425126,4998,1952
73172,36,0,22441314544354225443543453425365511453651126,3003,1952
73175,13,26,224412232411642213213463422433445566,4953,1952
73235,33,5,224363225111534553441151435621544366514461364354661423344554256344561561161524334455611612,6308,1952
73376,30,2,22431243215455524122532544115266436425466122133,1952,603
73493,25,9,22426232412542344536644526614364224431431246116133422335242546612233441546566112214,6102,1952
73546,10,25,224262141364112112324423142566351443245,5929,1952
73663,27,16,2242526214212214266512661354422361423634462516231526342553152435425166132432435466122344513243546512514223354462556,7683,1952
73846,25,16,22421511255516431535561415526551361533415224532432455334254651123344253651122344354651122334455666,5127,1952
74215,26,15,2235531223512332531611523325161452361366351651321364463523544556664153342254433644151651326,6308,1952
74286,26,16,22352452233524355115512233544654435466451652433161514422451433243556216,1154,1952
75081,26,7,2232415164625564536534614566552414563314223462514,6102,1952
75260,28,2,22315451135514221435566526513223344,6308,1952
75343,25,7,223141516123455455211151413455641341244516551425462262435232536,1154,1952
75988,25,13,2213151143255522152345516531154224652345142546645142532516141625166123122344152651221324455661122331264336151612624321453246132415266142332415466132431425465213342536423151432213446,7683,1952
77270,26,6,214521464464114523241615122316152614255416153645265,3531,1952
77585,12,26,2141152245164124122325443615143546562152435435466,4045,1952
77646,27,4,213632611512312234263516334526315641522334554611426,6308,1952
77979,27,9,21314151612655545523155166123223431223453145551322314263516665125643546,1154,1952
78072,25,9,21311243123122433142631221423346566231415223316142536452445366152435416115245135435562152435415266243543,1952,603
78268,26,17,211315126341233215233161415462431451632132435416655214452344354661325144522514334524354651326,4998,1952
78365,6,29,211314151611562154365165544352215342142523142565315544536516,4998,1952
78489,22,26,2113122316241625112266552143523435365142532554165516631456154112,7742,1952
79910,27,4,161416124331442624331466443355522314,1443,1952
80136,31,9,161316423612235643325344215423344152656216,2104,1952
80216,30,6,1613161236144413344226446411145564235244531561554452651425334156,1443,1952
80342,28,13,1613161231432362435312336144631521145543543214625516,504,1952
80481,29,5,16131234415433446225536512241526,3549,1952
80691,31,7,161253114352235143315143545211422552644533156151643542516526,1765,1952
81084,29,13,16114161516123126355635466135422534161314252653332412655242533455216,4045,1952
81221,13,25,15625265244254342165213245546662551366,8298,1952
81307,25,19,15426121453162411465436255613453614264532664516612233511324423544536612233441536516,3882,1952
81514,12,27,15143512156442645221642662536566,7894,1952
81531,12,27,15141564245465446552311524356142556641516315161415213344655166132432,7742,1952
81532,8,27,15141564245465445563152115244553643665142543355145536411226534152341553445615266,4052,1952
81540,12,25,15141541513335422553455211534255666534225514255623152445566526315524351335642541334455623541532534154253243546,4045,1952
81556,25,2,151415253315243545142335445665521436,1952,5747
81560,25,2,151413654252316152455433455415366,6507,1952
81763,27,12,1513152161314555112345125533551425336355342536642526512232531534253145543342253633146,1154,1952
81923,13,29,15122531421125344531422415264235564554334554324355655143255235534653425533442142334416151654251344523341522534435566,1154,1952
81976,6,26,15112151461122115522352251135122133615146536613251123354453445236,4045,1952
81977,27,2,1511213545521351435641234214544354345344516246356451232622335415,911,1952
82404,32,0,1413146454633461145334445363256214111516,5958,1952
82408,25,4,1413145442143352446453211553241255112433416553641221334253651122361135223552624356,5958,1952
82595,30,9,1411563511361261321455221534216135453651425415336135214335446553621321335243542622534415635115315324553641126,6507,1952
83046,11,25,131514153325334555651612165541433216554654155142346126445231544256134415362142341331514266,1765,1952
83047,15,27,131512526315423254451231622152163415164363344215336445215,1952,6507
83064,25,2,1315123523453342655663364253661223346613223445,4997,1952
83320,26,18,131141222113223341631221334251132544324356123453445121544233554253361536141546663546223163526513244536615243143546516,3969,1952
85502,10,26,12214262326142511341324324664463314255631412233143526425,3969,1952
85731,6,26,1221326141615113446144326426453445262361334411223344534223311344422344354233442132451334452642311342234435465,911,1952
