,seeds1,seeds2,moves,player1,player2
76663,15,25,21644544131561226524314422334415166455,1568,5714
76664,2,29,2164453265366415226256653124324152636654,5127,5714
76665,26,8,2164451325621551141652413115131226221511341366,5714,1949
76667,7,25,21643533352215325215432426546556,5172,5714
76668,26,13,2164351225163124123524354661564534255245345335514455612512253355445516,5714,5127
76675,11,29,216421152241251431122326325442662155144552146345,2025,5714
76676,5,25,21642115222514254114622151151225613451425663465415,541,5714
76678,0,28,216421151315311564455513266214,1894,5714
77016,7,25,2154353335221534213365522544566536,5172,5714
77017,16,25,2154353335125524531134235233456456,5172,5714
77018,7,26,2154353315523554251646211543516432615623,5172,5714
77019,6,26,2154353315523524331445615366,1162,5714
77022,26,17,2154351255233416553254653653161536144536245661445235544354662332415413223443546612213345144223564514362516516,7604,5714
77027,4,26,2154211522251425441251223554416655124431526346,893,5714
77435,8,26,214161316455546665215224514152363142251125561465213455436611522436,7919,5714
77440,12,25,21416131643146454633543355216115644563556432651425433556,7919,5714
77442,9,25,214161316431464546136631564125123543655451431561245542153423443546,8345,5714
77445,15,25,2141613164213632463142235442114226645544316145534253666552432425,7919,5714
77451,14,25,21416131464546613454452336635132316125225146124122456233312625123413355322413266245316,5495,5714
77452,8,26,2141613146454661345445126241612621621133536613321341522614634614615125,1568,5714
77454,10,25,21416131464546613454115446131565145365316451456354226633551164,5495,5714
77455,10,25,21416131464546611466554455233664551331615522534635,7919,5714
77456,17,25,21416131464546516645516124166415426331163514451153612265243346,1568,5714
77457,21,27,214161314645463455664451611231615122316152614162516635364251236426,5495,5714
77458,13,26,21416131464546345523613143255435154264122551465326633522641326,5495,5714
77459,14,25,2141613146454634551422262112246231136622466541236155633614113542645536,7919,5714
77460,12,25,21416131464546345514221552144255315544253253644566,1568,5714
77461,11,25,2141613146454634365436451245612426532522426552161166215542316654112613,2323,5714
77485,7,26,21416114154641611316451435645615143521351355612335426415132536,395,5714
77542,2,25,2141362425223461262234465124151122665511244255623143,2025,5714
77591,10,25,21411514221315214214354645344522345345615632435524,389,5714
77821,6,25,213161516116351463356156143561424121423534352344161341352642344556,541,5714
77829,7,26,21316151454644413511662236142132614162556364,541,5714
77904,9,29,213151415546444655335625564452552142543152161315524154132234435465,389,5714
77914,2,25,2131511666214446513336246143325645,423,5714
77915,11,26,213151164655564446314522215234161122534561161516135123614331436552566245542135,504,5714
77947,0,26,213141615161161514161523,5286,5714
77982,14,25,21314151612625261311254235634561526465334516,6250,5714
77986,8,26,21314151612615341615331235661325,6250,5714
78036,2,27,2131141512655145522544566325,944,5714
78323,5,33,21131422544333516564231236,2025,5714
78352,9,26,211314154555231541236664263651423115543241126423,5127,5714
78373,5,28,211314151611233413213366556346551224,8298,5714
78374,0,25,211314151611233413213346556653455234,4133,5714
79158,14,34,1625243415435261162514253342565134251633435261161425,5714,4868
79376,9,26,162243213241532231436452433566,389,5714
79395,15,27,1622345144325631442521544216355322161145361322453423443566,389,5714
80620,8,26,161263124413342124335544551211465366,944,5714
80676,10,25,16125435342651155634152241123615161365433223314255236133425364,8302,5714
80679,13,25,16125425142531455624531612365165,5172,5714
80775,4,25,161234335132241611331441133466145534554226,8185,5714
80796,13,26,1612326222366556155122161523115614135614322251326443541164221631231234532431614152661124324453661421324354655661132425,5127,5714
80800,32,4,1612325225223426255633352234534612411615161345322231511523326551415622314423224362363441516115,5714,5127
80853,25,2,161224232412216451644544615161331511213235563164,5714,2190
80855,25,13,16122423143164134264256356,5714,2791
80857,26,18,1612242314226453435262361221161224133566142551634133544516611,6250,5714
80958,4,26,161222324256631124324453112561521415,4851,5714
